U,V
3644,5492
3642,5536
3629,5536
3605,5525
3570,5492
3524,4330
3467,5286
3400,5141
3324,4960
3240,4750
3148,4536
3052,4313
2951,4093
2848,3911
2745,3720
2642,3524
2542,3324
2447,3139
2358,2510
2276,2743
2203,2566
2140,2385
2088,2304
2048,2059
2019,1962
2003,1819
2000,1684
2008,1600
2028,1478
2058,1398
2099,1323
2148,1253
2204,1194
2267,1164
2334,1175
2404,1236
2475,1340
2546,1550
2614,1787
2679,2029
2739,2272
2793,2518
2839,2725
2877,2935
2905,3107
2924,3266
2934,3329
2933,3425
2922,3467
2902,3480
2873,3467
2836,3446
2792,3396
2743,3332
2689,3262
2632,3181
2573,3063
2514,2973
2457,2852
2403,2714
2352,2599
2308,2480
2270,2351
2239,2223
2218,2173
2205,2072
2201,1899
2208,1846
2223,1787
